Chidamber-Kemerer metrics,sábado, 26 nov 2022 18:35:08 GMT
Class,CBO,DIT,LCOM,NOC,RFC,WMC
net.sourceforge.ganttproject.test.task.calendar.TestSetLength,8,5,1,0,16,3
net.sourceforge.ganttproject.test.task.calendar.TestWeekendCalendar,16,4,2,1,27,6
net.sourceforge.ganttproject.test.task.calendar.TestWorkingUnitCounter,10,4,1,0,19,3
net.sourceforge.ganttproject.test.task.dependency.Test1362749,11,4,1,0,19,1
net.sourceforge.ganttproject.test.task.dependency.TestDependencyActivityBinding,12,4,2,0,24,10
net.sourceforge.ganttproject.test.task.dependency.TestDependencyCycle,7,4,1,0,12,4
net.sourceforge.ganttproject.test.task.dependency.TestDependencyFormatting,11,4,3,0,38,9
net.sourceforge.ganttproject.test.task.dependency.TestFinishFinishDependency,13,4,1,0,30,3
net.sourceforge.ganttproject.test.task.dependency.TestRecalculateTaskScheduleAlgorithm,14,4,1,0,24,5
net.sourceforge.ganttproject.test.task.dependency.TestStartFinishDepedency,7,4,3,0,16,3
net.sourceforge.ganttproject.test.task.dependency.TestSupertaskAdjustment,10,4,3,0,22,3
net.sourceforge.ganttproject.test.task.dependency.TestTaskDependencyCommon,12,4,5,0,40,12
net.sourceforge.ganttproject.test.task.event.TestTaskDependencyEvent,9,4,2,0,11,4
net.sourceforge.ganttproject.test.task.event.TestTaskDependencyEvent.TaskListenerImpl,2,2,1,2,2,2
net.sourceforge.ganttproject.test.task.event.TestTaskHierarchyEvent,4,4,1,0,6,2
net.sourceforge.ganttproject.test.task.event.TestTaskHierarchyEvent.TaskListenerImpl,2,2,1,1,2,2
net.sourceforge.ganttproject.test.task.event.TestTaskScheduleEvent,8,4,2,0,19,3
net.sourceforge.ganttproject.test.task.event.TestTaskScheduleEvent.TaskListenerImpl,4,2,1,0,3,3
net.sourceforge.ganttproject.test.task.hierarchy.TestTaskDocumentOrder,5,4,1,0,12,1
net.sourceforge.ganttproject.test.task.hierarchy.TestTaskHierarchy,5,4,2,0,19,3
net.sourceforge.ganttproject.test.task.hierarchy.TestTaskIndentOutdent,9,4,1,0,24,10
net.sourceforge.ganttproject.test.time.GregorianTimeStackTest,2,3,1,0,10,5
net.sourceforge.ganttproject.test.time.TestWeekFramer,2,3,1,0,23,5
net.sourceforge.ganttproject.test.time.TestWeekFramer.TestCalendarFactory,2,1,1,0,2,1
net.sourceforge.ganttproject.undo.GPUndoListener,n/a,n/a,n/a,n/a,1,n/a
net.sourceforge.ganttproject.undo.GPUndoManager,n/a,n/a,n/a,n/a,10,n/a
net.sourceforge.ganttproject.undo.UndoManagerImpl,10,1,4,1,37,21
net.sourceforge.ganttproject.undo.UndoableEditImpl,9,2,2,0,28,10
net.sourceforge.ganttproject.util.BrowserControl,6,1,1,0,27,29
net.sourceforge.ganttproject.util.BrowserControl.Platforms,1,n/a,2,n/a,2,0
net.sourceforge.ganttproject.util.ColorConvertion,10,1,2,0,4,2
net.sourceforge.ganttproject.util.DateUtils,2,1,1,0,7,4
net.sourceforge.ganttproject.util.FileUtil,4,1,1,0,14,9
net.sourceforge.ganttproject.util.MathUtil,0,1,1,0,1,3
net.sourceforge.ganttproject.util.MouseUtil,4,1,1,0,9,5
net.sourceforge.ganttproject.util.PropertiesUtil,5,1,1,0,7,3
net.sourceforge.ganttproject.util.StringUtils,5,1,5,0,16,14
net.sourceforge.ganttproject.util.collect.Pair,28,1,3,0,4,4
net.sourceforge.ganttproject.wizard.AbstractFileChooserPage,12,1,1,1,63,43
net.sourceforge.ganttproject.wizard.AbstractFileChooserPage.UrlFetcher,4,1,1,1,35,14
net.sourceforge.ganttproject.wizard.AbstractWizard,12,1,2,1,48,26
net.sourceforge.ganttproject.wizard.WizardPage,n/a,n/a,n/a,n/a,3,n/a
org.ganttproject.WebStartIDClass,0,1,0,0,0,0
org.ganttproject.chart.pert.ActivityOnNodePertChart,10,6,12,0,85,142
org.ganttproject.chart.pert.ActivityOnNodePertChart.GraphicalArrow,3,1,1,0,12,5
org.ganttproject.chart.pert.ActivityOnNodePertChart.GraphicalNode,9,4,1,0,35,14
org.ganttproject.chart.pert.PertChart,15,5,12,1,28,16
org.ganttproject.chart.pert.PertChartAbstraction,10,1,1,0,19,12
org.ganttproject.chart.pert.PertChartAbstraction.TaskGraphNode,5,1,3,0,20,12
org.ganttproject.chart.pert.PertChartAbstraction.Type,2,1,0,0,0,0
org.ganttproject.chart.pert.WebStartIDClass,0,1,0,0,0,0
org.ganttproject.impex.htmlpdf.AbstractEngine,4,1,1,1,8,6
org.ganttproject.impex.htmlpdf.ExporterToHTML,15,3,8,0,24,26
org.ganttproject.impex.htmlpdf.ExporterToHTML.HTMLStylesheetImpl,6,2,3,0,17,8
org.ganttproject.impex.htmlpdf.ExporterToPDF,8,3,6,0,26,15
org.ganttproject.impex.htmlpdf.HTMLStylesheet,n/a,n/a,n/a,n/a,7,n/a
org.ganttproject.impex.htmlpdf.HTMLStylesheet.InputVersion,n/a,n/a,n/a,n/a,0,n/a
org.ganttproject.impex.htmlpdf.HtmlSerializer,11,3,2,0,34,6
org.ganttproject.impex.htmlpdf.PDFStylesheet,n/a,n/a,n/a,n/a,0,n/a
org.ganttproject.impex.htmlpdf.PropertyFetcher,19,1,2,0,51,7
org.ganttproject.impex.htmlpdf.Stylesheet,n/a,n/a,n/a,n/a,2,n/a
org.ganttproject.impex.htmlpdf.StylesheetExporterBase,10,2,3,2,24,14
org.ganttproject.impex.htmlpdf.StylesheetFactoryImpl,5,1,1,2,15,3
org.ganttproject.impex.htmlpdf.StylesheetImpl,3,1,2,2,4,4
org.ganttproject.impex.htmlpdf.WebStartIDClass,0,1,0,0,0,0
org.ganttproject.impex.htmlpdf.XmlSerializer,29,2,3,1,65,36
org.ganttproject.impex.htmlpdf.fonts.TTFontCache,10,1,1,0,53,34
org.ganttproject.impex.htmlpdf.fonts.TTFontCache.AwtFontSupplier,2,1,1,0,9,7
org.ganttproject.impex.htmlpdf.fonts.TTFontCache.BaseFontPublicMorozov,1,2,1,0,2,1
org.ganttproject.impex.htmlpdf.fonts.TTFontCache.FontKey,1,1,0,0,7,16
org.ganttproject.impex.htmlpdf.itext.ChartWriter,9,1,1,0,39,9
org.ganttproject.impex.htmlpdf.itext.FontSubstitutionModel,7,1,3,0,26,12
org.ganttproject.impex.htmlpdf.itext.FontSubstitutionModel.FontSubstitution,4,1,1,0,8,5
org.ganttproject.impex.htmlpdf.itext.FontSubstitutionPanel,5,1,1,0,27,21
org.ganttproject.impex.htmlpdf.itext.ITextEngine,18,2,2,0,61,25
org.ganttproject.impex.htmlpdf.itext.ITextStylesheet,n/a,n/a,n/a,n/a,2,n/a
org.ganttproject.impex.htmlpdf.itext.ThemeImpl,34,2,12,0,182,74
org.w3c.util.DateParser,10,1,1,0,36,29
org.w3c.util.InvalidDateException,7,3,0,0,2,1

